"Picked","RadiusAverageRMS","AxisRatio","Compactness","TotalArea"
"False",0.134,0.163,0.272,0.021
"False",0.143,0.562,0.765,0.055
"False",0.296,0.577,0.58,0.252
"False",0.2,0.823,0.869,0.117
"False",0.096,0.619,0.755,0.025
"False",0.247,0.08,0.17,0.043
"False",0.831,0.027,0.092,0.315
"False",0.123,0.473,0.731,0.04
"False",0.163,0.121,0.252,0.029
"False",0.288,0.11,0.341,0.147
"False",0.708,0.075,0.199,0.435
"False",0.105,0.688,0.838,0.031
"False",0.103,0.525,0.77,0.027
"False",0.132,0.225,0.446,0.034
"False",0.142,0.362,0.539,0.042
"False",0.1,0.352,0.599,0.025
"False",0.175,0.864,0.894,0.089
"False",0.372,0.066,0.13,0.072
"False",0.107,0.186,0.373,0.022
"False",0.092,0.821,0.849,0.023
"False",0.086,0.661,0.749,0.019
"False",0.318,0.059,0.11,0.049
"False",0.089,0.389,0.578,0.019
"False",0.109,0.117,0.294,0.015
"False",0.131,0.377,0.622,0.041
"False",0.177,0.117,0.313,0.059
"False",0.372,0.127,0.268,0.193
"False",0.089,0.597,0.764,0.021
"False",0.275,0.297,0.248,0.139
"False",0.34,0.035,0.105,0.053
"False",0.106,0.203,0.487,0.025
"False",0.107,0.266,0.484,0.023
"False",0.09,0.259,0.359,0.011
"False",0.174,0.108,0.195,0.023
"False",0.182,0.868,0.864,0.096
"False",0.127,0.279,0.316,0.027
"False",0.166,0.131,0.281,0.034
"False",0.179,0.865,0.86,0.093
"False",0.086,0.243,0.372,0.009
"False",0.394,0.048,0.104,0.065
"False",0.214,0.088,0.223,0.039
"False",0.104,0.233,0.466,0.02
"False",0.165,0.805,0.852,0.079
"False",0.104,0.231,0.421,0.019
"True",0.344,0.703,0.779,0.351
"False",0.136,0.792,0.839,0.053
"False",0.201,0.143,0.299,0.05
"False",0.092,0.278,0.486,0.016
"False",0.137,0.377,0.615,0.045
"False",0.099,0.494,0.682,0.024
"False",0.097,0.329,0.514,0.019
"False",0.532,0.051,0.108,0.134
"False",0.272,0.059,0.398,0.139
"False",0.2,0.833,0.868,0.119
"False",0.118,0.195,0.329,0.017
"False",0.095,0.577,0.795,0.025
"False",0.225,0.102,0.152,0.029
"False",0.089,0.639,0.747,0.021
"False",0.205,0.889,0.862,0.123
"False",0.216,0.823,0.869,0.138
"False",0.22,0.607,0.749,0.139
"False",0.085,0.282,0.402,0.012
"False",0.095,0.181,0.428,0.015
"False",0.211,0.081,0.467,0.101
"False",0.166,0.862,0.869,0.081
"False",0.217,0.87,0.859,0.139
"False",0.232,0.827,0.852,0.159
"False",0.177,0.437,0.658,0.082
"False",0.166,0.81,0.842,0.079
"False",0.171,0.859,0.881,0.086
"False",0.203,0.785,0.876,0.121
"False",0.121,0.187,0.37,0.023
"False",0.141,0.126,0.294,0.025
"False",0.112,0.522,0.741,0.034
"False",0.112,0.694,0.843,0.035
"False",0.166,0.104,0.201,0.024
"False",0.419,0.087,0.174,0.197
"False",0.147,0.266,0.478,0.048
"False",0.089,0.291,0.526,0.015
"False",0.187,0.815,0.862,0.102
"False",0.144,0.421,0.688,0.052
"False",0.311,0.756,0.795,0.294
"False",0.184,0.844,0.845,0.099
"False",0.187,0.884,0.895,0.102
"False",0.269,0.1,0.185,0.059
"False",0.111,0.423,0.678,0.032
"False",0.274,0.748,0.766,0.224
"False",0.116,0.307,0.57,0.03
"False",0.193,0.861,0.873,0.109
"False",0.103,0.636,0.814,0.029
"False",0.174,0.117,0.35,0.044
"False",0.124,0.482,0.654,0.039
"False",0.41,0.18,0.173,0.307
"False",0.108,0.455,0.768,0.032
"False",0.094,0.455,0.746,0.023
"False",0.113,0.774,0.842,0.036
"False",0.231,0.327,0.216,0.07
"False",0.111,0.475,0.734,0.032
"False",0.092,0.349,0.578,0.019
"False",0.089,0.478,0.692,0.019
"False",0.103,0.368,0.464,0.025
"False",0.085,0.483,0.651,0.018
"False",0.305,0.314,0.457,0.281
"False",0.084,0.595,0.736,0.018
"False",0.11,0.143,0.356,0.018
"False",0.111,0.37,0.569,0.029
"False",0.096,0.769,0.838,0.025
"False",0.115,0.331,0.548,0.03
"False",0.245,0.093,0.198,0.07
"False",0.161,0.736,0.853,0.075
"False",0.086,0.337,0.56,0.018
"False",0.086,0.293,0.455,0.013
"False",0.224,0.105,0.29,0.058
"False",0.37,0.077,0.205,0.12
"False",0.166,0.125,0.294,0.033
"False",0.086,0.408,0.679,0.018
"False",0.108,0.424,0.699,0.029
"False",0.129,0.294,0.497,0.036
"False",0.305,0.153,0.413,0.168
"False",0.096,0.53,0.77,0.024
"False",0.265,0.215,0.46,0.134
"False",0.085,0.484,0.695,0.018
"False",0.084,0.58,0.762,0.018
"False",0.126,0.302,0.357,0.035
"False",0.197,0.108,0.3,0.065
"False",0.135,0.292,0.529,0.042
"False",0.642,0.025,0.108,0.179
"False",0.243,0.176,0.4,0.102
"False",0.203,0.111,0.182,0.049
"False",0.268,0.798,0.809,0.213
"False",0.106,0.317,0.549,0.026
"False",0.154,0.416,0.726,0.065
"False",0.15,0.334,0.484,0.063
"False",0.131,0.295,0.453,0.032
"False",0.104,0.571,0.725,0.029
"False",0.097,0.52,0.704,0.025
"False",0.119,0.268,0.396,0.028
"False",0.102,0.486,0.693,0.029
"False",0.096,0.661,0.812,0.024
"False",0.125,0.235,0.454,0.028
"False",0.087,0.359,0.576,0.017
"False",0.137,0.281,0.469,0.039
"False",0.183,0.228,0.25,0.045
"False",0.118,0.202,0.487,0.031
"False",0.096,0.769,0.838,0.025
"False",0.147,0.267,0.461,0.059
"False",0.129,0.267,0.467,0.036
"False",0.121,0.38,0.572,0.032
"False",0.135,0.271,0.561,0.04
"False",0.099,0.142,0.421,0.019
"False",0.085,0.576,0.762,0.018
"False",0.117,0.251,0.553,0.031
"False",0.104,0.291,0.438,0.02
"False",0.107,0.598,0.734,0.032
"False",0.085,0.361,0.603,0.018
"False",0.102,0.208,0.517,0.025
"False",0.098,0.3,0.57,0.024
"False",0.201,0.183,0.205,0.052
"False",0.153,0.465,0.699,0.063
"False",0.21,0.867,0.873,0.131
"False",0.178,0.829,0.88,0.092
"False",0.208,0.756,0.843,0.126
"False",0.092,0.291,0.509,0.017
"False",0.085,0.542,0.719,0.018
"False",0.087,0.232,0.44,0.015
"False",0.098,0.325,0.543,0.022
"False",0.09,0.422,0.636,0.018
"False",0.111,0.277,0.426,0.022
"False",0.183,0.851,0.878,0.098
"False",0.186,0.855,0.882,0.101
"False",0.565,0.082,0.187,0.267
"False",0.118,0.812,0.859,0.039
"False",0.102,0.358,0.618,0.025
"False",0.167,0.756,0.869,0.081
"False",0.122,0.242,0.491,0.032
"False",0.56,0.035,0.111,0.156
"False",0.097,0.369,0.682,0.024
"False",0.328,0.095,0.321,0.176
"False",0.091,0.318,0.506,0.016
"False",0.241,0.13,0.243,0.084
"False",0.152,0.207,0.428,0.041
"False",0.122,0.571,0.745,0.041
"False",0.131,0.143,0.331,0.028
"False",0.118,0.18,0.268,0.017
"False",0.111,0.406,0.635,0.031
"False",0.108,0.716,0.787,0.032
"False",0.161,0.761,0.836,0.075
"False",0.881,0.053,0.17,0.57
"False",0.145,0.824,0.852,0.061
"False",0.647,0.055,0.079,0.143
"False",0.09,0.208,0.519,0.017
"False",0.099,0.305,0.581,0.024
"False",0.164,0.229,0.43,0.054
"False",0.114,0.481,0.724,0.033
"False",0.088,0.616,0.749,0.019
"False",0.199,0.112,0.215,0.039
"False",0.196,0.771,0.844,0.112
"False",0.171,0.121,0.222,0.029
"False",0.103,0.304,0.591,0.025
"False",0.128,0.152,0.334,0.025
"False",0.11,0.423,0.699,0.029
"False",0.088,0.392,0.651,0.018
"False",0.145,0.761,0.841,0.06
"False",0.182,0.858,0.871,0.097
"False",0.087,0.377,0.522,0.016
"False",0.093,0.405,0.632,0.02
"False",0.1,0.512,0.678,0.025
"False",0.14,0.102,0.293,0.025
"False",0.091,0.186,0.34,0.013
"False",0.094,0.191,0.406,0.015
"False",0.188,0.753,0.83,0.104
"False",0.111,0.259,0.533,0.025
"False",0.115,0.578,0.775,0.035
"False",0.097,0.42,0.674,0.023
"False",0.104,0.403,0.563,0.025
"False",0.09,0.282,0.497,0.015
"False",0.391,0.121,0.314,0.226
"False",0.092,0.208,0.352,0.01
"False",0.128,0.545,0.76,0.045
"False",0.138,0.591,0.77,0.053
"False",0.154,0.731,0.835,0.068
"False",0.096,0.277,0.436,0.015
"False",0.101,0.237,0.452,0.017
"False",0.186,0.857,0.888,0.102
"False",0.251,0.062,0.349,0.107
"False",0.122,0.377,0.614,0.032
"False",0.375,0.032,0.214,0.131
"False",0.097,0.3,0.484,0.017
"False",0.8,0.018,0.093,0.256
"False",0.187,0.143,0.379,0.061
"False",0.17,0.752,0.822,0.083
"False",0.092,0.447,0.647,0.022
"False",0.102,0.313,0.599,0.025
"False",0.492,0.081,0.176,0.209
"False",0.109,0.187,0.39,0.019
"False",0.106,0.388,0.57,0.025
"False",0.089,0.225,0.41,0.012
"False",0.102,0.525,0.755,0.028
"False",0.115,0.418,0.539,0.035
"False",0.109,0.792,0.843,0.033
"False",0.141,0.131,0.338,0.036
"False",0.099,0.388,0.545,0.024
"False",0.113,0.322,0.569,0.029
"False",0.331,0.061,0.316,0.176
"False",0.093,0.517,0.708,0.023
"False",0.1,0.241,0.41,0.015
"False",0.1,0.248,0.472,0.022
"False",0.09,0.604,0.734,0.022
"False",0.112,0.425,0.629,0.033
"False",0.086,0.499,0.67,0.019
"False",0.212,0.832,0.87,0.132
"False",0.129,0.154,0.269,0.017
"False",0.345,0.142,0.377,0.182
"False",0.17,0.806,0.865,0.084
"False",0.225,0.777,0.839,0.15
"False",0.111,0.689,0.791,0.033
"False",0.134,0.674,0.791,0.05
"False",0.187,0.884,0.895,0.102
"False",0.276,0.534,0.573,0.232
"False",0.106,0.472,0.654,0.026
"False",0.223,0.815,0.889,0.146
"False",0.107,0.397,0.662,0.028
"False",0.108,0.794,0.86,0.033
"False",0.276,0.086,0.191,0.063
"False",0.086,0.479,0.679,0.018
"False",0.224,0.85,0.883,0.148
"False",0.158,0.16,0.36,0.039
"False",0.091,0.296,0.597,0.018
"False",0.159,0.8,0.855,0.074
"False",0.125,0.143,0.295,0.021
"False",0.086,0.35,0.543,0.018
"False",0.21,0.072,0.497,0.099
"False",0.084,0.314,0.524,0.015
"False",0.259,0.098,0.419,0.142
"False",0.084,0.501,0.715,0.017
"False",0.198,0.851,0.883,0.115
"False",0.085,0.212,0.354,0.012
"False",0.19,0.819,0.864,0.106
"False",0.146,0.136,0.346,0.03
"False",0.131,0.777,0.865,0.049
"False",0.095,0.623,0.73,0.023
"False",0.085,0.254,0.472,0.014
"False",0.161,0.121,0.36,0.045
"False",0.2,0.779,0.854,0.118
"False",0.121,0.756,0.856,0.041
"False",0.103,0.271,0.529,0.021
"False",0.097,0.278,0.461,0.017
"False",0.161,0.856,0.873,0.075
"False",0.099,0.368,0.584,0.018
"False",0.088,0.315,0.497,0.015
"False",0.945,0.028,0.072,0.273
"False",0.295,0.111,0.275,0.099
"False",0.202,0.12,0.251,0.042
"False",0.098,0.347,0.56,0.018
"False",0.087,0.504,0.664,0.018
"False",0.153,0.104,0.298,0.043
"False",0.091,0.595,0.777,0.022
"False",0.086,0.582,0.749,0.019
"False",0.155,0.306,0.59,0.049
"False",0.14,0.285,0.517,0.036
"False",0.092,0.258,0.496,0.016
"False",0.093,0.57,0.746,0.023
"False",0.085,0.363,0.603,0.018
"False",0.182,0.788,0.864,0.096
"False",0.087,0.195,0.439,0.015
"False",0.102,0.495,0.74,0.025
"False",0.184,0.11,0.314,0.08
"False",0.09,0.31,0.509,0.017
"False",0.151,0.295,0.478,0.042
"False",0.085,0.453,0.616,0.018
"False",0.118,0.822,0.859,0.039
"False",0.133,0.204,0.327,0.035
"False",0.087,0.381,0.594,0.021
"False",0.104,0.559,0.745,0.029
"False",0.169,0.826,0.84,0.084
"False",0.1,0.251,0.421,0.021
"False",0.144,0.203,0.463,0.039
"False",0.115,0.645,0.823,0.037
"False",0.338,0.212,0.515,0.24
"False",0.097,0.273,0.4,0.015
"False",0.113,0.181,0.378,0.019
"False",0.276,0.188,0.432,0.133
"False",0.6,0.029,0.064,0.101
"False",0.294,0.066,0.13,0.049
"False",0.123,0.696,0.819,0.043
"False",0.119,0.551,0.761,0.039
"False",0.089,0.34,0.643,0.018
"False",0.49,0.049,0.126,0.123
"False",0.142,0.701,0.849,0.058
"False",0.407,0.08,0.225,0.151
"False",0.144,0.149,0.315,0.026
"False",0.186,0.821,0.865,0.102
"False",0.105,0.223,0.404,0.018
"False",0.166,0.746,0.842,0.079
"False",0.208,0.844,0.898,0.127
"False",0.177,0.865,0.873,0.091
"False",0.215,0.114,0.227,0.039
"False",0.086,0.64,0.781,0.018
"False",0.239,0.847,0.861,0.169
"False",0.086,0.243,0.372,0.009
"False",0.097,0.395,0.606,0.021
"False",0.32,0.201,0.528,0.22
"False",0.663,0.057,0.132,0.232
"False",0.332,0.212,0.511,0.243
"False",0.131,0.792,0.852,0.049
"False",0.111,0.299,0.505,0.023
"False",0.086,0.243,0.372,0.009
"False",0.201,0.8,0.845,0.118
"False",0.171,0.099,0.318,0.039
"False",0.087,0.289,0.3,0.012
"False",0.21,0.088,0.198,0.038
"False",0.182,0.808,0.864,0.098
"False",0.117,0.63,0.809,0.037
"False",0.108,0.646,0.787,0.032
"False",0.099,0.373,0.62,0.024
"False",0.114,0.213,0.45,0.025
"False",0.177,0.122,0.283,0.042
"False",0.135,0.287,0.561,0.039
"False",0.147,0.742,0.844,0.062
"False",0.095,0.306,0.506,0.018
"False",0.135,0.264,0.451,0.047
"False",0.178,0.162,0.288,0.043
"False",0.194,0.149,0.311,0.049
"False",0.097,0.304,0.587,0.022
"False",0.111,0.492,0.629,0.032
"False",0.084,0.431,0.719,0.018
"False",0.162,0.78,0.862,0.075
"False",0.102,0.606,0.693,0.029
"False",0.202,0.754,0.865,0.119
"False",0.184,0.792,0.861,0.099
"False",0.346,0.206,0.499,0.243
"False",0.268,0.228,0.503,0.143
"False",0.099,0.521,0.726,0.025
"False",0.726,0.057,0.154,0.354
"False",0.291,0.079,0.232,0.088
"False",0.442,0.088,0.216,0.185
"False",0.099,0.384,0.617,0.023
"False",0.276,0.098,0.237,0.153
"False",0.349,0.408,0.211,0.273
"False",0.539,0.065,0.171,0.292
"False",0.088,0.212,0.423,0.013
"False",0.163,0.22,0.436,0.045
"False",0.122,0.138,0.321,0.02
"False",0.1,0.287,0.401,0.016
"False",0.085,0.39,0.635,0.015
"False",0.103,0.267,0.493,0.018
"False",0.116,0.737,0.857,0.039
"False",0.107,0.343,0.546,0.025
"False",0.177,0.809,0.816,0.091
"False",0.181,0.766,0.834,0.096
"False",0.126,0.504,0.719,0.04
"False",0.222,0.189,0.429,0.084
"False",0.106,0.447,0.656,0.027
"False",0.092,0.333,0.555,0.018
"False",0.239,0.153,0.433,0.102
"False",0.324,0.136,0.434,0.21
"False",0.194,0.843,0.864,0.109
"False",0.126,0.401,0.61,0.04
"False",0.089,0.48,0.692,0.019
"False",0.177,0.872,0.891,0.092
"False",0.239,0.355,0.495,0.129
"False",0.086,0.522,0.643,0.018
"False",0.103,0.322,0.506,0.021
"False",0.095,0.455,0.681,0.022
"False",0.086,0.479,0.621,0.019
"False",0.113,0.149,0.403,0.022
"False",0.121,0.716,0.836,0.042
"False",0.153,0.138,0.32,0.034
"False",0.138,0.373,0.625,0.045
"False",0.893,0.04,0.099,0.348
"False",0.086,0.23,0.472,0.015
"False",0.691,0.023,0.084,0.18
"False",0.114,0.25,0.587,0.029
"False",0.099,0.234,0.382,0.015
"False",0.21,0.828,0.882,0.131
"False",0.265,0.154,0.317,0.085
"False",0.186,0.067,0.266,0.052
"False",0.137,0.373,0.647,0.045
"False",0.09,0.359,0.472,0.015
"False",0.265,0.179,0.436,0.127
"False",0.324,0.067,0.421,0.203
"False",0.121,0.197,0.398,0.025
"False",0.121,0.228,0.443,0.025
"False",0.087,0.574,0.708,0.019
"False",0.123,0.606,0.773,0.042
"False",0.139,0.379,0.233,0.029
"False",0.095,0.483,0.717,0.024
"False",0.156,0.112,0.244,0.025
"False",0.118,0.397,0.666,0.032
"False",0.083,0.729,0.829,0.018
"False",0.087,0.292,0.536,0.015
"False",0.09,0.518,0.707,0.021
"False",0.676,0.031,0.184,0.41
"False",0.215,0.127,0.433,0.09
"False",0.878,0.023,0.118,0.384
"False",0.389,0.86,0.862,0.458
"False",0.099,0.55,0.754,0.024
"False",0.133,0.373,0.634,0.039
"False",0.126,0.338,0.572,0.032
"False",0.087,0.246,0.373,0.012
"False",0.102,0.231,0.51,0.022
"False",0.182,0.5,0.743,0.092
"False",0.321,0.266,0.511,0.206
"False",0.127,0.434,0.653,0.037
"False",0.126,0.359,0.61,0.04
"False",0.141,0.351,0.638,0.046
"False",0.185,0.872,0.875,0.1
"False",0.134,0.649,0.815,0.051
"False",0.099,0.202,0.375,0.015
"False",0.219,0.127,0.193,0.042
"False",0.13,0.252,0.42,0.028
"False",0.086,0.19,0.406,0.012
"False",0.258,0.223,0.488,0.131
"False",0.316,0.189,0.491,0.211
"False",0.252,0.184,0.515,0.133
"False",0.323,0.175,0.472,0.213
"False",0.215,0.887,0.88,0.136
"False",0.329,0.84,0.833,0.327
"False",0.11,0.34,0.579,0.027
"False",0.135,0.177,0.417,0.031
"False",0.183,0.206,0.403,0.052
"False",0.084,0.52,0.666,0.016
"False",0.123,0.221,0.53,0.032
"False",0.084,0.277,0.498,0.014
"False",0.142,0.686,0.82,0.058
"False",0.168,0.808,0.859,0.082
"False",0.088,0.578,0.779,0.02
"False",0.137,0.563,0.791,0.05
"False",0.118,0.328,0.526,0.028
"False",0.166,0.833,0.861,0.08
"False",0.112,0.183,0.414,0.019
"False",0.873,0.026,0.156,0.542
"False",0.089,0.362,0.616,0.018
"False",0.14,0.307,0.563,0.041
"False",0.089,0.324,0.567,0.018
"False",0.142,0.75,0.861,0.059
"False",0.143,0.766,0.872,0.059
"False",0.221,0.083,0.245,0.067
"False",0.139,0.198,0.427,0.035
"False",0.101,0.617,0.74,0.028
"False",0.121,0.397,0.659,0.034
"False",0.084,0.584,0.719,0.018
"False",0.083,0.587,0.736,0.018
"False",0.108,0.221,0.463,0.022
"False",0.264,0.075,0.249,0.071
"False",0.143,0.168,0.363,0.035
"False",0.118,0.346,0.56,0.035
"False",0.121,0.237,0.41,0.024
"False",0.093,0.549,0.76,0.022
"False",0.114,0.794,0.86,0.037
"False",0.106,0.791,0.859,0.032
"False",0.181,0.139,0.35,0.045
"False",0.115,0.338,0.55,0.032
"False",0.175,0.365,0.626,0.075
"False",0.248,0.217,0.489,0.117
"False",0.149,0.639,0.805,0.062
"False",0.083,0.729,0.829,0.018
"False",0.439,0.072,0.15,0.118
"False",0.134,0.698,0.827,0.052
"False",0.172,0.832,0.845,0.086
"False",0.085,0.286,0.509,0.015
"False",0.253,0.15,0.382,0.158
"False",0.193,0.107,0.222,0.045
"False",0.125,0.143,0.319,0.023
"False",0.101,0.219,0.392,0.015
"False",0.101,0.527,0.699,0.026
"False",0.09,0.837,0.838,0.022
"False",0.149,0.709,0.846,0.065
"False",0.087,0.306,0.514,0.019
"False",0.125,0.248,0.517,0.032
"False",0.23,0.807,0.87,0.157
"False",0.093,0.712,0.786,0.023
"False",0.086,0.288,0.371,0.018
"False",0.128,0.367,0.51,0.037
"False",0.098,0.432,0.66,0.023
"False",0.557,0.029,0.227,0.361
"False",0.097,0.307,0.471,0.018
"False",0.093,0.629,0.804,0.023
"False",0.098,0.381,0.587,0.022
"False",0.298,0.114,0.386,0.155
"False",0.101,0.603,0.786,0.026
"False",0.25,0.083,0.209,0.056
"False",0.28,0.085,0.15,0.052
"False",0.101,0.186,0.383,0.016
"False",0.099,0.207,0.303,0.014
"False",0.135,0.153,0.308,0.023
"False",0.169,0.799,0.857,0.083
"False",0.107,0.251,0.455,0.021
"False",0.098,0.278,0.42,0.017
"False",0.105,0.602,0.8,0.031
"False",0.196,0.809,0.86,0.112
"False",0.114,0.526,0.775,0.035
"False",0.308,0.853,0.829,0.286
"False",0.095,0.162,0.51,0.02
"False",0.112,0.294,0.555,0.027
"False",0.171,0.836,0.855,0.086
"False",0.237,0.615,0.697,0.167
"False",0.202,0.837,0.87,0.12
"False",0.117,0.551,0.746,0.038
"False",0.124,0.582,0.719,0.042
"False",0.244,0.169,0.324,0.074
"False",0.231,0.821,0.862,0.157
"False",0.092,0.528,0.747,0.021
"False",0.108,0.273,0.577,0.023
"False",0.11,0.822,0.859,0.035
"False",0.094,0.315,0.549,0.022
"False",0.233,0.799,0.871,0.159
"False",0.162,0.327,0.686,0.068
"False",0.083,0.729,0.829,0.018
"False",0.315,0.081,0.255,0.106
"False",0.303,0.12,0.348,0.153
"False",0.17,0.134,0.211,0.029
"False",0.256,0.302,0.382,0.215
"False",0.111,0.173,0.396,0.02
"False",0.089,0.271,0.466,0.021
"False",0.085,0.355,0.614,0.016
"False",0.218,0.886,0.884,0.14
"False",0.095,0.358,0.55,0.019
"False",0.283,0.176,0.353,0.17
"False",0.43,0.077,0.143,0.137
"False",0.153,0.194,0.403,0.039
"False",0.267,0.084,0.196,0.059
"False",0.185,0.914,0.892,0.099
"False",0.094,0.473,0.671,0.021
"False",0.1,0.244,0.451,0.018
"False",0.093,0.234,0.449,0.016
"False",0.088,0.578,0.779,0.02
"False",0.168,0.113,0.324,0.039
"False",0.086,0.441,0.689,0.018
"False",0.202,0.812,0.859,0.119
"False",0.112,0.18,0.348,0.018
"False",0.178,0.832,0.846,0.092
"False",0.137,0.648,0.781,0.054
"False",0.086,0.235,0.603,0.018
"False",0.116,0.759,0.825,0.038
"False",0.122,0.629,0.822,0.042
"False",0.099,0.402,0.671,0.025
"False",0.163,0.852,0.891,0.077
"False",0.139,0.794,0.869,0.056
"False",0.329,0.075,0.176,0.112
"False",0.193,0.097,0.275,0.042
"False",0.199,0.117,0.275,0.065
"False",0.267,0.065,0.205,0.069
"False",0.15,0.089,0.354,0.035
"False",0.142,0.177,0.373,0.029
"False",0.105,0.195,0.343,0.015
"False",0.121,0.716,0.836,0.042
"False",0.106,0.289,0.58,0.025
"False",0.2,0.81,0.879,0.117
"False",0.141,0.296,0.678,0.051
"False",0.227,0.884,0.895,0.153
"False",0.153,0.238,0.41,0.039
"False",0.123,0.212,0.461,0.028
"False",0.106,0.423,0.706,0.028
"False",0.227,0.154,0.193,0.045
"False",0.083,0.565,0.736,0.018
"False",0.208,0.814,0.861,0.128
"False",0.135,0.166,0.403,0.031
"False",0.109,0.262,0.512,0.029
"False",0.236,0.124,0.388,0.112
"False",0.172,0.813,0.863,0.086
"False",0.318,0.161,0.313,0.14
"False",0.109,0.409,0.691,0.032
"False",0.1,0.253,0.48,0.018
"False",0.322,0.106,0.305,0.158
"False",0.186,0.864,0.882,0.101
"False",0.116,0.609,0.775,0.037
"False",0.192,0.893,0.883,0.108
"False",0.178,0.828,0.846,0.093
"False",0.328,0.1,0.267,0.118
"False",0.118,0.772,0.854,0.04
"False",0.182,0.803,0.848,0.097
"False",0.126,0.181,0.517,0.032
"False",0.085,0.403,0.636,0.018
"False",0.208,0.81,0.866,0.129
"False",0.084,0.566,0.781,0.018
"False",0.099,0.303,0.503,0.018
"False",0.167,0.128,0.349,0.039
"False",0.242,0.809,0.831,0.173
"False",0.157,0.112,0.233,0.025
"False",0.38,0.09,0.236,0.152
"False",0.24,0.223,0.475,0.116
"False",0.261,0.147,0.232,0.186
"False",0.103,0.559,0.74,0.028
"False",0.129,0.496,0.743,0.045
"False",0.187,0.884,0.895,0.102
"False",0.094,0.438,0.657,0.021
"False",0.084,0.423,0.64,0.015
"False",0.192,0.814,0.883,0.108
"False",0.139,0.27,0.461,0.036
"False",0.18,0.82,0.885,0.095
"False",0.136,0.467,0.717,0.048
"False",0.146,0.159,0.341,0.031
"False",0.084,0.543,0.748,0.018
"False",0.104,0.832,0.858,0.03
"False",0.184,0.105,0.209,0.029
"False",0.246,0.107,0.228,0.054
"False",0.151,0.618,0.783,0.065
"False",0.2,0.786,0.848,0.117
"False",0.456,0.032,0.082,0.064
"False",0.213,0.352,0.574,0.112
"False",0.203,0.808,0.84,0.122
"False",0.118,0.33,0.537,0.032
"False",0.084,0.249,0.497,0.013
"False",0.138,0.142,0.282,0.02
"False",0.118,0.15,0.283,0.015
"False",0.167,0.671,0.795,0.081
"False",0.105,0.775,0.838,0.031
"False",0.21,0.835,0.84,0.13
"False",0.088,0.247,0.55,0.016
"False",0.091,0.162,0.37,0.012
"False",0.13,0.408,0.608,0.039
"False",0.397,0.069,0.173,0.116
"False",0.283,0.127,0.316,0.11
"False",0.176,0.116,0.266,0.035
"False",0.157,0.237,0.399,0.037
"False",0.113,0.28,0.408,0.021
"False",0.176,0.858,0.866,0.09
"False",0.173,0.854,0.871,0.087
"False",0.084,0.423,0.64,0.015
"False",0.146,0.47,0.731,0.059
"False",0.087,0.522,0.632,0.02
"False",0.114,0.249,0.509,0.026
"False",0.187,0.846,0.839,0.102
"False",0.177,0.793,0.873,0.091
"False",0.091,0.386,0.646,0.02
"False",0.209,0.797,0.873,0.128
"False",0.133,0.279,0.467,0.03
"False",0.174,0.863,0.868,0.088
"False",0.124,0.213,0.435,0.039
"False",0.112,0.77,0.862,0.035
"False",0.099,0.569,0.803,0.026
"False",0.165,0.77,0.852,0.079
"False",0.093,0.196,0.418,0.015
"False",0.109,0.218,0.42,0.02
"False",0.107,0.193,0.345,0.016
"False",0.141,0.154,0.283,0.023
"False",0.291,0.06,0.344,0.146
"False",0.206,0.103,0.396,0.078
"False",0.101,0.265,0.439,0.023
"False",0.086,0.377,0.599,0.015
"False",0.114,0.187,0.343,0.018
"False",0.143,0.099,0.377,0.032
"False",0.125,0.232,0.432,0.027
"False",0.089,0.359,0.609,0.017
"False",0.211,0.829,0.863,0.133
"False",0.185,0.824,0.842,0.1
"False",0.221,0.79,0.845,0.145
"False",0.085,0.649,0.813,0.019
"False",0.105,0.329,0.549,0.022
"False",0.092,0.371,0.578,0.019
"False",0.334,0.045,0.192,0.092
"False",0.104,0.472,0.663,0.029
"False",0.159,0.164,0.362,0.041
"False",0.126,0.359,0.51,0.035
"False",0.151,0.81,0.873,0.065
"False",0.105,0.498,0.681,0.029
"False",0.192,0.073,0.213,0.036
"False",0.093,0.836,0.83,0.023
"False",0.11,0.302,0.524,0.027
"False",0.09,0.322,0.55,0.016
"False",0.112,0.247,0.483,0.025
"False",0.222,0.425,0.444,0.142
"False",0.087,0.506,0.621,0.019
"False",0.245,0.096,0.201,0.049
"False",0.096,0.681,0.795,0.025
"False",0.153,0.194,0.306,0.041
"False",0.139,0.335,0.547,0.042
"False",0.086,0.407,0.603,0.018
"False",0.087,0.37,0.535,0.017
"False",0.093,0.237,0.413,0.02
"False",0.097,0.351,0.63,0.025
"False",0.142,0.277,0.517,0.04
"True",0.38,0.729,0.751,0.437
"False",0.103,0.784,0.836,0.029
"False",0.127,0.161,0.328,0.022
"False",0.199,0.8,0.858,0.116
"False",0.195,0.081,0.193,0.031
"False",0.096,0.269,0.509,0.017
"False",0.305,0.06,0.148,0.062
"False",0.325,0.081,0.154,0.079
"False",0.102,0.306,0.554,0.022
"False",0.408,0.053,0.114,0.088
"False",0.372,0.045,0.137,0.086
"False",0.135,0.156,0.327,0.025
"False",0.469,0.108,0.114,0.226
"False",0.226,0.102,0.225,0.049
"False",0.636,0.06,0.148,0.26
"False",0.247,0.145,0.318,0.104
"False",0.453,0.04,0.218,0.198
"False",0.182,0.115,0.34,0.045
"False",0.109,0.211,0.325,0.016
"False",0.112,0.19,0.327,0.017
"False",0.093,0.224,0.428,0.015
"False",0.513,0.029,0.152,0.172
